,,,,,,,,,"Normalized abundance",,"Raw abundance",
"Cre12.g536900.t1.1|PACid:30793606|","1","1","56.58",,"Infinity","Condition 1","Condition 2","plastid transcriptionally active 17","435.193348483283","0","435.193348483283","0"
"Cre06.g311450.t1.1|PACid:30779273|","1","1","70.1",,"1.06652016625581","Condition 2","Condition 1","None","278.186450000644","296.6914589048","278.186450000644","336.527456172336"
"Cre12.g560300.t1.2|PACid:30792965|","1","1","42.07",,"1.00632105319186","Condition 2","Condition 1","RNA-binding (RRM/RBD/RNP motifs) family protein","415.395355306817","418.021091443364","415.395355306817","474.14770566401"
"Cre01.g019600.t1.2|PACid:30789323|","1","1","24.4",,"1.0317687696671","Condition 1","Condition 2","None","664.602540529646","644.13903586564","664.602540529646","730.625923514438"
"Cre01.g002350.t1.1|PACid:30789373|","1","1","85.31",,"1.04306187626735","Condition 2","Condition 1","NAD(P)-binding Rossmann-fold superfamily protein","598.027011870687","623.779177060398","598.027011870687","707.532398958496"
"Cre14.g625802.t1.1|PACid:30776694|","1","1","78.76",,"1.57741253458564","Condition 2","Condition 1","histone mono-ubiquitination 2","257.804566383455","406.664154486676","257.804566383455","461.265902062208"
"Cre05.g241636.t1.1|PACid:30782966|","1","1","31.76",,"1.37698356506284","Condition 1","Condition 2","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","612.929950816575","445.125102701283","612.929950816575","504.89090263491"
"Cre12.g506050.t1.1|PACid:30792895|","1","1","92.25",,"1.32875360695349","Condition 2","Condition 1","Tetratricopeptide repeat (TPR)-like superfamily protein","327.152500782683","434.705065438843","327.152500782683","493.07179383382"
"Cre14.g625500.t1.1|PACid:30776487|","1","1","27.08",,"1.31921195757677","Condition 2","Condition 1","ankyrin repeat protein","358.970818368589","473.558596012962","358.970818368589","537.142087787304"
"Cre05.g240550.t1.2|PACid:30783143|","1","1","40.72",,"1.03247700920001","Condition 1","Condition 2","Uncharacterised protein family (UPF0172)","447.835849101807","433.748979503961","447.835849101807","491.987336705409"
"Cre06.g291750.t1.1|PACid:30778718|","1","1","23.18",,"1.28221655849053","Condition 1","Condition 2","None","144.965215940893","113.058293453604","144.965215940893","128.238339032656"
"Cre12.g523050.t1.1|PACid:30792323|","1","1","54.39",,"1.34090731681812","Condition 1","Condition 2","1-phosphatidylinositol-4-phosphate 5-kinases;zinc ion binding;1-phosphatidylinositol-3-phosphate 5-kinases","268.892632670128","200.530364252311","268.892632670128","227.455059260051"
"Cre10.g448850.t1.2|PACid:30789942|","1","1","14.1",,"1.18297080762345","Condition 1","Condition 2","calpain-type cysteine protease family","439.483871980776","371.508636687058","439.483871980776","421.39014352437"
"Cre17.g722750.t1.2|PACid:30782324|","1","1","41.16",,"1.13775589013147","Condition 1","Condition 2","None","353.359397738467","310.575757773168","353.359397738467","352.275964053743"
"Cre06.g299700.t1.2|PACid:30778840|","1","1","25.75",,"1.01229030355349","Condition 1","Condition 2","SOUL heme-binding family protein","378.875514841889","374.275554662435","378.875514841889","424.528568442729"
"Cre01.g028101.t1.1|PACid:30789290|","1","1","57.55",,"1.69106116748754","Condition 2","Condition 1","None","380.37200274163","643.232323035835","380.37200274163","729.597468690629"
"Cre12.g490000.t1.2|PACid:30792971|","1","1","47.62",,"1.06395895162884","Condition 1","Condition 2","Eukaryotic translation initiation factor 2 subunit 1","490.190888618927","460.723496774461","490.190888618927","522.583652865056"
"Cre07.g325746.t1.1|PACid:30775115|","1","1","54.52",,"1.59354687058398","Condition 2","Condition 1","Ribosomal L38e protein family","465.523217338902","741.833066174593","465.523217338902","841.437079401619"
"Cre06.g297450.t1.2|PACid:30779382|","1","1","30.39",,"1.22910797013094","Condition 2","Condition 1","None","243.066509287345","298.754983836981","243.066509287345","338.868045277053"
"Cre06.g251500.t1.2|PACid:30778601|","1","1","57.84",,"1.45321599897794","Condition 2","Condition 1","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","114.519374260885","166.421386868861","114.519374260885","188.766357421905"
"Cre16.g656400.t1.2|PACid:30778098|","1","1","47.88",,"1.62537993520798","Condition 2","Condition 1","sulfoquinovosyldiacylglycerol 1","115.871569102052","188.335323479541","115.871569102052","213.622621803552"
"Cre06.g270600.t1.1|PACid:30779270|","1","1","19.42",,"1.7354151527659","Condition 1","Condition 2","None","490.159046864747","282.444835222012","490.159046864747","320.36797505781"
"Cre03.g203000.t1.1|PACid:30787206|","1","1","50.13",,"1.22357131209093","Condition 1","Condition 2","None","295.026131708584","241.118869650859","295.026131708584","273.493278634587"
"Cre06.g278350.t1.1|PACid:30778775|","1","1","33.05",,"1.96984882639715","Condition 1","Condition 2","prephenate dehydrogenase family protein","453.619960719717","230.281610771821","453.619960719717","261.200928946105"
"Cre01.g045150.t1.2|PACid:30789033|","1","1","55.56",,"1.23085562010493","Condition 1","Condition 2","None","1005.69700328944","817.071463835622","1005.69700328944","926.777542739571"
"Cre16.g668800.t1.1|PACid:30777727|","1","1","76.8",,"3.36664688061417","Condition 2","Condition 1","Unknown protein; a pseudo-gene copy resides in the A region of the mt+ locus [PMID: 11805055]. MTA4 was identified in the genome sequence after publication; independent cDNA sequence, see AY596304.","268.295468116176","903.256100816244","268.295468116176","1024.53396872934"
"Cre01.g034250.t1.1|PACid:30789493|","1","1","32.65",,"1.00614607759878","Condition 1","Condition 2","None","257.290126972362","255.718461464759","257.290126972362","290.05312000118"
"gi|41179004|ref|NP_958359.1|","1","1","39.83",,"9.63619456052568","Condition 2","Condition 1","cytochrome b6/f complex subunit IV (chloroplast) [Chlamydomonas reinhardtii]","45.378969123223","437.280575427464","45.378969123223","495.993110908523"
"Cre13.g580150.t2.1|PACid:30783967|","1","1","31.93",,"1.0835053193598","Condition 1","Condition 2","Major facilitator superfamily protein","617.764035249657","570.153209413561","617.764035249657","646.706210892325"
"Cre16.g676650.t1.2|PACid:30776926|","1","1","26.22",,"1.51258469366196","Condition 1","Condition 2","Adaptor protein complex AP-1, gamma subunit","602.60255913393","398.392606813329","602.60255913393","451.883755008177"
"Cre01.g071662.t1.1|PACid:30788823|","1","1","42.17",,"1.13056162516574","Condition 2","Condition 1","acetyl-CoA synthetase","613.496415388087","693.595504414513","613.496415388087","786.722784588419"
"Cre03.g156150.t1.1|PACid:30787649|","1","1","73.45",,"1.2728304363499","Condition 2","Condition 1","DEA(D/H)-box RNA helicase family protein","607.873307039087","773.719646644016","607.873307039087","877.604988821797"
"Cre13.g602600.t1.2|PACid:30784212|","1","1","46.05",,"1.65032604870134","Condition 2","Condition 1","None","122.675981411767","202.45536767384","122.675981411767","229.638527928012"
"Cre16.g654300.t1.2|PACid:30778202|","1","1","91.06",,"1.15123471452977","Condition 1","Condition 2","Nucleoside diphosphate kinase family protein","1198.55363503127","1041.10275680909","1198.55363503127","1180.88893983089"
"Cre12.g521150.t1.2|PACid:30792366|","1","1","89.83",,"Infinity","Condition 2","Condition 1","cycling DOF factor 2","0","442.218542151098","0","501.594085693245"
"Cre04.g214097.t1.1|PACid:30791349|","1","1","81.95",,"1.12452343524655","Condition 2","Condition 1","defective in exine formation protein (DEX1)","314.445343017651","353.601157327488","314.445343017651","401.078273079631"
"Cre02.g083600.t1.2|PACid:30786218|","1","1","76.58",,"1.87996820444651","Condition 2","Condition 1","GTP binding","709.72667800451","1334.26358849592","709.72667800451","1513.41172057124"
"Cre18.g749347.t1.1|PACid:30783849|","1","1","32.94",,"1.82448586063833","Condition 1","Condition 2","None","311.824089818418","170.910663955116","311.824089818418","193.858398168434"
"Cre06.g278154.t1.1|PACid:30778506|","1","1","49.34",,"1.46350079261559","Condition 1","Condition 2","None","605.27185481277","413.578084731351","605.27185481277","469.108147895581"
"Cre02.g078700.t1.1|PACid:30786445|","1","1","42.42",,"2.20332917922197","Condition 1","Condition 2","transcription factor jumonji (jmjC) domain-containing protein","592.20922408759","268.779277137658","592.20922408759","304.867577721538"
"Cre10.g430400.t1.2|PACid:30789852|","1","1","27.72",,"3.02316648268285","Condition 2","Condition 1","Zinc-binding ribosomal protein family protein","84.7893718366634","256.332387024334","84.7893718366634","290.749475762837"
"Cre12.g504950.t1.2|PACid:30793225|","1","1","33.24",,"1.03155827471483","Condition 1","Condition 2","uricase / urate oxidase / nodulin 35, putative","158.245197351644","153.404030805134","158.245197351644","174.001194520397"
"Cre13.g578012.t1.1|PACid:30784766|","1","1","73.81",,"1.16848053610425","Condition 1","Condition 2","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","265.305702143103","227.051879723766","265.305702143103","257.537550237008"
"Cre03.g202600.t1.2|PACid:30787686|","1","1","16.73",,"1.13432454816353","Condition 1","Condition 2","Calcium-binding EF-hand family protein","343.357051992942","302.697365184273","343.357051992942","343.339760003736"
"Cre03.g170800.t1.2|PACid:30787427|","1","1","41.97",,"1.10305624456127","Condition 1","Condition 2","None","17598.725596346","15954.5133651328","17598.725596346","18096.6847412972"
"gi|126165895|ref|NP_958373.2|","1","1","32.43",,"1.05463105097306","Condition 2","Condition 1","ribosomal protein L5 (chloroplast) [Chlamydomonas reinhardtii]","157.576087388575","166.184634650835","157.576087388575","188.497817093952"
"Cre14.g617050.t1.1|PACid:30776527|","1","1","34.46",,"1.02184589569955","Condition 1","Condition 2","None","412.029116461697","403.220405538374","412.029116461697","457.359769821172"
"Cre06.g278239.t2.1|PACid:30779802|","1","1","37.3",,"1.52885101985665","Condition 1","Condition 2","SERINE-ARGININE PROTEIN 30","128.799215371074","84.2457595267532","128.799215371074","95.5572204589201"
"Cre01.g007651.t1.1|PACid:30789092|","1","1","66.34",,"1.25740375939144","Condition 1","Condition 2","Pseudouridine synthase family protein","534.187671233607","424.83384294329","534.187671233607","481.875187743432"
"Cre09.g412600.t1.1|PACid:30780949|","1","1","24.28",,"1.23137184292682","Condition 1","Condition 2","response regulator 1","390.240264753286","316.915046413384","390.240264753286","359.466412635947"
"Cre12.g490050.t1.2|PACid:30792135|","1","1","34.52",,"1.3923719596122","Condition 1","Condition 2","golgi nucleotide sugar transporter 1","536.074858727226","385.008370088502","536.074858727226","436.702451325082"
"Cre17.g720450.t1.1|PACid:30781970|","1","1","40.03",,"1.28159141875115","Condition 1","Condition 2","None","444.888849532622","347.137818670903","444.888849532622","393.747118605182"
"Cre09.g387245.t1.1|PACid:30780794|","1","1","75.08",,"8.38068816675736","Condition 2","Condition 1","staurosporin and temperature sensitive 3-like A","90.3858663357979","757.495760442534","90.3858663357979","859.202763247902"
"Cre16.g676400.t1.2|PACid:30777761|","1","1","63.69",,"1.00459213119789","Condition 2","Condition 1","P-loop containing nucleoside triphosphate hydrolases superfamily protein","568.03372627393","570.642211669805","568.03372627393","647.260870220786"
"Cre11.g481500.t1.2|PACid:30775551|","1","0","31.36",,,"---","---","HIS HF",,,"0","0"
"Cre11.g475650.t1.1|PACid:30776049|","1","1","43.84",,"1.38337949926802","Condition 1","Condition 2","None","377.070275883568","272.571825795513","377.070275883568","309.169342109865"
"Cre02.g107800.t1.1|PACid:30785027|","1","1","19.5",,"1.36608932848616","Condition 1","Condition 2","NIMA-related kinase 2","562.396554098429","411.683586403279","562.396554098429","466.959280161329"
"Cre09.g398919.t1.1|PACid:30781300|","1","1","15.02",,"1.42733577056714","Condition 1","Condition 2","None","293.373716348102","205.539384913988","293.373716348102","233.136628211888"
"Cre08.g370550.t1.1|PACid:30773934|","1","1","57.28",,"1.11147497082235","Condition 1","Condition 2","FAD-linked oxidases family protein","151.051048201353","135.901439228626","151.051048201353","154.148575097485"
"Cre09.g388986.t1.1|PACid:30781056|","1","1","44.65",,"1.55038659386907","Condition 1","Condition 2","D111/G-patch domain-containing protein","244.944469097455","157.989284779729","244.944469097455","179.202098724618"
"Cre07.g320950.t1.2|PACid:30774494|","1","1","33.72",,"3.22084047045196","Condition 2","Condition 1","alfin-like 1","312.307478737788","1005.89256674348","312.307478737788","1140.95116832286"
"Cre10.g466550.t1.2|PACid:30790346|","1","0","37.65",,,"---","---","BSD domain (BTF2-like transcription factors, Synapse-associated proteins and DOS2-like proteins)",,,"0","0"
"Cre06.g270350.t1.1|PACid:30779613|","1","1","22.5",,"1.9322700495412","Condition 1","Condition 2","beta-amylase 4","773.655981338495","400.387089538646","773.655981338495","454.146031786917"
"Cre16.g676350.t1.1|PACid:30777384|","1","1","68.23",,"3.74240978321505","Condition 2","Condition 1","Cam interacting protein 111","91.217346906633","341.372691462304","91.217346906633","387.207922629735"
"Cre03.g149450.t1.1|PACid:30787405|","1","1","64.99",,"19.632702491645","Condition 1","Condition 2","None","1037.98468542288","52.8701886999312","1037.98468542288","59.9689326285874"
"Cre03.g186000.t1.2|PACid:30788278|","1","1","27.81",,"1.29033477823967","Condition 1","Condition 2","None","208.664335760289","161.713331516149","208.664335760289","183.426163615129"
"Cre06.g278238.t1.1|PACid:30779404|","1","1","37.7",,"1.12890723425302","Condition 2","Condition 1","Uncharacterised protein family SERF","157.554709897787","177.864651794249","157.554709897787","201.746080026197"
"Cre09.g405050.t1.2|PACid:30780969|","1","1","40.88",,"5.38396890130591","Condition 1","Condition 2","vacuolar ATP synthase subunit D (VATD) / V-ATPase D subunit / vacuolar proton pump D subunit (VATPD)","190.531444931397","35.3886600060381","190.531444931397","40.1402041472351"
"Cre19.g750597.t1.1|PACid:30778356|","1","1","14.17",,"1.52739751309838","Condition 1","Condition 2","calmodulin-domain protein kinase 5","573.254045632161","375.314245778294","573.254045632161","425.706721936797"
"Cre06.g268700.t1.1|PACid:30779986|","1","0","29.91",,,"---","---","None",,,"0","0"
"Cre01.g034380.t1.2|PACid:30788891|","1","1","59.72",,"1.24877305828238","Condition 1","Condition 2","Ran BP2/NZF zinc finger-like superfamily protein","345.158043157255","276.397733653866","345.158043157255","313.508944752536"
"Cre03.g200250.t1.2|PACid:30786857|","1","1","22.28",,"6.50914453759363","Condition 2","Condition 1","Phosphoenolpyruvate carboxylase family protein","133.391081571554","868.261829975186","133.391081571554","984.841107363471"
"Cre01.g052050.t1.2|PACid:30789543|","1","1","25.6",,"1.36838234660943","Condition 2","Condition 1","ubiquinol-cytochrome C chaperone family protein","281.108367443112","384.663727493351","281.108367443112","436.311534457226"
"Cre18.g749247.t1.1|PACid:30783833|","1","1","69.97",,"1.50967043730675","Condition 2","Condition 1","None","450.865261103051","680.657955895864","450.865261103051","772.048144785308"
"Cre03.g144584.t1.1|PACid:30786961|","1","1","23.68",,"1.71790720463102","Condition 1","Condition 2","None","1706.01003273586","993.074613190347","1706.01003273586","1126.41218119295"
"Cre16.g667350.t1.1|PACid:30778190|","1","1","33.36",,"1.53585902464967","Condition 1","Condition 2","two-pore channel 1","177.836904848678","115.789862216841","177.836904848678","131.336668491297"
"Cre01.g013650.t1.1|PACid:30789705|","1","1","29.08",,"1.36292995337496","Condition 2","Condition 1","DDT domain superfamily","339.652332370005","462.922337520746","339.652332370005","525.077726289369"
"Cre10.g439100.t1.2|PACid:30790162|","1","1","30.68",,"1.19030218472454","Condition 2","Condition 1","T-complex protein 1 alpha subunit","156.525805051882","186.313007719022","156.525805051882","211.328774919732"
"Cre14.g633950.t1.2|PACid:30776604|","1","1","38.36",,"2.31158035237341","Condition 1","Condition 2","None","1406.43232989103","608.428916800137","1406.43232989103","690.121098828597"
"Cre14.g616100.t1.1|PACid:30776088|","1","0","25.9",,,"---","---","FK506 BINDING PROTEIN 53",,,"0","0"
"Cre16.g670617.t1.1|PACid:30778261|","1","1","47.82",,"1.07271372368181","Condition 1","Condition 2","None","252.441435826459","235.329734535342","252.441435826459","266.926851272457"
"Cre12.g495600.t1.1|PACid:30792736|","1","1","63.25",,"1.51163133292797","Condition 2","Condition 1","None","116.559371010596","176.194797365993","116.559371010596","199.85201854902"
"Cre16.g652550.t1.2|PACid:30778177|","1","1","38.9",,"1.56786233605969","Condition 2","Condition 1","Translation protein SH3-like family protein","132.247843429948","207.346412738934","132.247843429948","235.186281004074"
"Cre16.g685901.t1.1|PACid:30777272|","1","1","65.76",,"Infinity","Condition 1","Condition 2","cellular apoptosis susceptibility protein, putative / importin-alpha re-exporter, putative","1951.09377579579","0","1951.09377579579","0"
"Cre12.g549100.t1.1|PACid:30792472|","1","1","46.93",,"1.13064187768474","Condition 1","Condition 2","U2 snRNP auxilliary factor, large subunit, splicing factor","161.065001487743","142.454480650904","161.065001487743","161.581476496709"
"Cre12.g517600.t1.2|PACid:30791704|","1","1","46.21",,"72.562985400214","Condition 1","Condition 2","U-box domain-containing protein kinase family protein","440.576829349594","6.07164695498174","440.576829349594","6.88687133791791"
"Cre05.g237350.t1.2|PACid:30783441|","1","1","34.31",,"1.18081668483709","Condition 1","Condition 2","Emsy N Terminus (ENT)/ plant Tudor-like domains-containing protein","235.889084491712","199.767743393849","235.889084491712","226.590043265086"
"Cre10.g420550.t1.1|PACid:30790857|","1","1","43.86",,"1.98319524196801","Condition 2","Condition 1","Peptidase S41 family protein","95.16407796845","188.728946633302","95.16407796845","214.069095723343"
"Cre02.g074370.t1.2|PACid:30785249|","1","1","24.77",,"1.35945046102064","Condition 1","Condition 2","calcium-dependent protein kinase 17","649.81213165956","477.996183231052","649.81213165956","542.175498400333"
"Cre06.g272900.t1.2|PACid:30779345|","1","0","35",,,"---","---","None",,,"0","0"
"Cre13.g566300.t1.2|PACid:30784315|","1","1","30.45",,"1.35553658222711","Condition 2","Condition 1","methyltransferases","528.521214187005","716.429840313575","528.521214187005","812.623027897956"
"Cre03.g178150.t1.1|PACid:30788235|","1","1","36.94",,"1.14585104256533","Condition 1","Condition 2","calmodulin 6","446.439684788953","389.61406692921","446.439684788953","441.926543206345"
"Cre05.g242650.t1.1|PACid:30783414|","1","1","37.43",,"2.39853682281837","Condition 1","Condition 2","None","212.37048922448","88.5416839150029","212.37048922448","100.429947539177"
"Cre07.g351650.t1.1|PACid:30774897|","1","0","26.05",,,"---","---","Flagellar Associated Protein; found in the flagellar proteome [PMID: 15998802]; in basal body proteome as BUG22 [PMID: 15964273]. Transcript upregulated during flagellar regeneration [PMID: 15738400]",,,"0","0"
"Cre10.g423500.t1.2|PACid:30790611|","1","1","31.38",,"2.02485856149939","Condition 2","Condition 1","heme oxygenase 3","117.125609874764","237.162793925753","117.125609874764","269.006030821289"
"Cre04.g227550.t1.1|PACid:30791140|","1","1","64.87",,"1.21795544295674","Condition 1","Condition 2","None","285.216369628968","234.176357828467","285.216369628968","265.618613648746"
"Cre16.g649400.t1.2|PACid:30776942|","1","1","69.54",,"1.86646129744933","Condition 2","Condition 1","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","695.924102702277","1298.91540365595","695.924102702277","1473.31742608627"
"Cre16.g683650.t1.2|PACid:30778189|","1","1","23.45",,"1.06529633208997","Condition 1","Condition 2","ACT-like protein tyrosine kinase family protein","440.445314938417","413.448635530661","440.445314938417","468.961317884455"
"Cre12.g526850.t1.2|PACid:30793359|","1","1","82.18",,"1.18932261827514","Condition 1","Condition 2","P-loop containing nucleoside triphosphate hydrolases superfamily protein","450.385468688638","378.690745276354","450.385468688638","429.536575317288"
"Cre14.g619166.t1.1|PACid:30776713|","1","1","167.13",,"1.30904743961694","Condition 2","Condition 1","Protein kinase superfamily protein","368.131221843802","481.901233397686","368.131221843802","546.604869584976"
"Cre10.g445100.t1.1|PACid:30789895|","1","1","43.76",,"7.30414346411686","Condition 1","Condition 2","Mitochondrial transcription termination factor family protein","402.188475262999","55.0630580079422","402.188475262999","62.4562328450055"
"Cre16.g651750.t1.2|PACid:30777803|","1","1","69.14",,"1.67987384969807","Condition 2","Condition 1","tRNA synthetase class I (I, L, M and V) family protein","993.973853530858","1669.75068383011","993.973853530858","1893.94380325478"
"Cre06.g303400.t1.1|PACid:30779939|","1","1","15.08",,"1.23889784812875","Condition 1","Condition 2","Putative flagellar protein, similar to echinoderm microtubule binding protein; WD40 repeat containing protein; found in flagellar proteome [PMID: 15998802]","282.259340175005","227.83100366292","282.259340175005","258.421285138762"
"Cre17.g741000.t1.2|PACid:30782450|","1","1","20.65",,"1.00717857179005","Condition 2","Condition 1","Translocon-associated protein (TRAP), alpha subunit","732.979995364164","738.241744881555","732.979995364164","837.363560657584"
"Cre15.g637249.t1.1|PACid:30783527|","1","1","43.57",,"1.99911510083921","Condition 1","Condition 2","None","737.870340096856","369.09847751493","737.870340096856","418.656378493988"
"Cre03.g174750.t1.2|PACid:30787138|","1","1","30.79",,"1.2125921911565","Condition 2","Condition 1","Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein","239.439385814418","290.342329493871","239.439385814418","329.325845524507"
"Cre13.g586800.t1.1|PACid:30784108|","1","0","52.37",,,"---","---","None",,,"0","0"
"Cre06.g278177.t1.1|PACid:30780081|","1","0","13.63",,,"---","---","DNA LIGASE 6",,,"0","0"
"Cre09.g391726.t1.1|PACid:30780461|","1","1","71.87",,"1.68811971634832","Condition 2","Condition 1","None","277.999466865975","469.296381150773","277.999466865975","532.307596324262"
"Cre11.g480551.t1.2|PACid:30775909|","1","1","33.19",,"1.56982836895498","Condition 1","Condition 2","None","322.133290400529","205.202872346466","322.133290400529","232.75493296951"
"Cre01.g002050.t1.1|PACid:30789101|","1","1","33.26",,"3.82211891996366","Condition 2","Condition 1","None","89.2588473786617","341.157929340131","89.2588473786617","386.96432495111"
"Cre12.g560400.t1.1|PACid:30792978|","1","1","39.1",,"1.18682760361394","Condition 1","Condition 2","DNAJ heat shock family protein","430.232146525893","362.506016219895","430.232146525893","411.178764417324"
"Cre17.g716700.t1.1|PACid:30781789|","1","1","13.31",,"1.14631219174949","Condition 1","Condition 2","None","378.985476742787","330.612794202584","378.985476742787","375.003321705745"
"Cre07.g339200.t1.2|PACid:30774323|","1","1","48.29",,"1.08589175050113","Condition 2","Condition 1","protein disulfide isomerases","176.873356681656","192.065318904055","176.873356681656","217.85343409717"
"Cre13.g580900.t1.1|PACid:30784379|","1","1","26.11",,"1.704877844676","Condition 2","Condition 1","Serine/threonine-protein kinase Rio1","61.130127191532","104.219399491069","61.130127191532","118.2126695659"
"Cre14.g629750.t1.1|PACid:30776767|","1","0","47.71",,,"---","---","NADP-malic enzyme 3",,,"0","0"
"Cre04.g215800.t1.1|PACid:30790989|","1","1","86.1",,"1.04908377272101","Condition 2","Condition 1","None","1118.02513338369","1172.90202492707","1118.02513338369","1330.38455587878"
"Cre11.g481800.t1.1|PACid:30775943|","1","1","70.56",,"Infinity","Condition 2","Condition 1","Tesmin/TSO1-like CXC domain-containing protein","0","196.22981677099","0","222.577088355935"
"Cre01.g004157.t1.2|PACid:30789433|","1","1","26.79",,"1.11678370641969","Condition 1","Condition 2","None","230.591857910304","206.478529893278","230.591857910304","234.201869766276"
"Cre10.g447550.t1.1|PACid:30790736|","1","1","29.95",,"15.2274347025302","Condition 1","Condition 2","None","322.525112708273","21.1805283692782","322.525112708273","24.0243833065189"
"Cre03.g192000.t1.2|PACid:30787763|","1","1","51.68",,"46.0260759944635","Condition 1","Condition 2","Transducin/WD40 repeat-like superfamily protein","1349.31579153492","29.3163334562179","1349.31579153492","33.252561967032"
"Cre17.g698233.t1.1|PACid:30782131|","1","1","32.4",,"1.41235679258418","Condition 1","Condition 2","squamosa promoter binding protein-like 2","657.676151112307","465.658645581305","657.676151112307","528.181431378566"
"Cre03.g190281.t1.1|PACid:30786906|","1","1","24.04",,"1.20716288594128","Condition 2","Condition 1","None","575.660729238291","694.916267230358","575.660729238291","788.220882822402"
"Cre03.g153306.t1.2|PACid:30786697|","1","1","27.82",,"4.48252458669596","Condition 2","Condition 1","None","90.6266169548209","406.236038709061","90.6266169548209","460.780304282886"
"Cre02.g094900.t1.1|PACid:30785969|","1","1","41.9",,"1.16012641592579","Condition 1","Condition 2","Tetratricopeptide repeat (TPR)-like superfamily protein","239.040086319176","206.04658512876","239.040086319176","233.711928891851"
"Cre09.g392800.t1.1|PACid:30780477|","1","1","23.26",,"1.00086112961988","Condition 1","Condition 2","None","179.351667878536","179.197355727715","179.351667878536","203.257722680878"
"Cre09.g411250.t1.1|PACid:30781375|","1","1","67.67",,"1.30003664860127","Condition 1","Condition 2","Outer arm dynein light chain 1 protein","551.672958346365","424.35185111121","551.672958346365","481.328480110713"
"Cre05.g239151.t1.1|PACid:30783181|","1","1","18.27",,"1.84653475864717","Condition 1","Condition 2","None","654.16306879556","354.26523423519","654.16306879556","401.831513881631"
"Cre12.g558650.t1.1|PACid:30792086|","1","1","21.87",,"1.29443691281675","Condition 1","Condition 2","NagB/RpiA/CoA transferase-like superfamily protein","335.118713223027","258.89149938856","335.118713223027","293.652193546394"
"Cre13.g561800.t1.1|PACid:30784591|","1","1","61.23",,"2.58273581493853","Condition 2","Condition 1","None","58.96832275394","152.299599123456","58.96832275394","172.748473644227"
"Cre14.g612150.t1.1|PACid:30776517|","1","1","25.48",,"1.03981893800443","Condition 1","Condition 2","Nucleotidyltransferase family protein","361.321463703941","347.484980796149","361.321463703941","394.140893293943"
"Cre12.g503300.t1.2|PACid:30793236|","1","1","56.79",,"2.94835818240246","Condition 2","Condition 1","phosphoribosylaminoimidazole carboxylase, putative / AIR carboxylase, putative","271.836745814067","801.472093798563","271.836745814067","909.08368550539"
"Cre01.g011100.t1.2|PACid:30789592|","1","1","29.37",,"1.46049424499461","Condition 2","Condition 1","cycloartenol synthase 1","174.965288666468","255.535797171197","174.965288666468","289.84592984386"
"Cre03.g178650.t1.1|PACid:30786765|","1","1","47.73",,"1.77862614064441","Condition 2","Condition 1","minichromosome maintenance (MCM2/3/5) family protein","207.693598393432","369.40926334706","207.693598393432","419.008892738541"
"Cre01.g018550.t1.1|PACid:30788894|","1","1","28.48",,"1.42164129265735","Condition 1","Condition 2","None","159.80656290699","112.409905179581","159.80656290699","127.502893336732"
"Cre16.g671800.t1.2|PACid:30778155|","1","1","25.17",,"7.26246307818274","Condition 1","Condition 2","None","364.273110909791","50.1583425606815","364.273110909791","56.8929738998081"
"Cre03.g176800.t1.1|PACid:30786639|","1","1","30.88",,"1.09014367542143","Condition 2","Condition 1","Folylpolyglutamate synthetase family protein","138.602111577911","151.096215336715","138.602111577911","171.383514618963"
"Cre17.g727350.t1.2|PACid:30781669|","1","1","51.69",,"1.03339688667817","Condition 1","Condition 2","Ribosomal protein L23/L15e family protein","357.349747021392","345.801067942139","357.349747021392","392.230885802431"
"Cre01.g030550.t1.2|PACid:30789155|","1","1","59.46",,"1.03995290337337","Condition 2","Condition 1","ubiquitin-associated (UBA)/TS-N domain-containing protein","450.784031640179","468.794162498557","450.784031640179","531.737946068416"
"Cre03.g180550.t1.2|PACid:30786923|","1","1","84.88",,"1.54028120796718","Condition 2","Condition 1","Ecto-5'-nucleotidase precursor; 2,3-cyclic-nucleotide 2-phosphodiesterase. Previously annotated as NTD5","240.27290367834","370.087838319455","240.27290367834","419.778578223002"
"Cre08.g362250.t1.1|PACid:30773704|","1","0","19.97",,,"---","---","None",,,"0","0"
"Cre11.g480900.t1.2|PACid:30775750|","1","0","14.5",,,"---","---","None",,,"0","0"
"Cre16.g680588.t1.1|PACid:30777005|","1","1","42.58",,"2.30650656724163","Condition 1","Condition 2","None","427.894246865728","185.516162382945","427.894246865728","210.424939214779"
"Cre10.g437850.t1.1|PACid:30790832|","1","1","85.72",,"2.34640378591262","Condition 2","Condition 1","CAP-binding protein 20","243.217599974444","570.686697380618","243.217599974444","647.311328913298"
"Cre02.g085257.t1.2|PACid:30785561|","1","1","35.31",,"1.85906725440966","Condition 2","Condition 1","None","104.230116420376","193.770796360427","104.230116420376","219.787901614606"
"Cre06.g273413.t1.1|PACid:30779691|","1","1","76.01",,"12.4694995921901","Condition 1","Condition 2","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","126.816340080485","10.1701226374724","126.816340080485","11.535638783749"
